3311121,SISTEM INFORMASI,331
3311136,TEKNIK LINGKUNGAN,331
3321011,FAK. ILMU DAN TEKNOLOGI KEBUMIAN (FITB),332
3321026,FAK. TEKNIK PERTAMB. & PERMINYAKAN (FTTM),332
3321034,FAK. MATEMATIKA & ILMU PENGET. ALAM (FMIPA),332
3321042,FAKULTAS TEKNIK SIPIL & LINGKUNGAN (FTSL)  - KAMPUS GANESA,332
3321057,SEKOLAH FARMASI (SF),332
3321065,SEKOLAH ILMU & TEKNO. HAYATI - PROG. SAINS,332
3321073,SEKOLAH TEK. ELEKTRO & INFORMATIKA (STEI),332
3321081,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS GANESA,332
3321096,FAKULTAS TEKNIK MESIN & DIRGANTARA (FTMD),332
3321107,SEK. ARSITEKTUR, PERENC & PENGEMB KEBIJAKAN,332
3321123,SEKOLAH ILMU & TEKNO HAYATI - PROG REKAYASA,332
3321131,FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN (FTSL) - KAMPUS JATINANGOR,332
3321146,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS JATINANGOR,332
3321154,FAKULTAS TEKNOLOGI INDUSTRI (FTI) - KAMPUS CIREBON,332
3321162,SEK. ARSITEKTUR, PERENC & PENGEMB KEBIJAKAN (SAPPK) - KAMPUS CIREBON,332
3321177,FAK. TEKNIK PERTAMB. & PERMINYAKAN (FTTM) - KAMPUS CIREBON,332
3321185,FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN (FITB) - KAMPUS CIREBON,332
3331013,PENDIDIKAN DOKTER,333
3331021,MATEMATIKA,333
3331036,KIMIA,333
3331044,FISIKA,333
3331052,BIOLOGI,333
3331067,STATISTIKA,333
3331075,AGROTEKNOLOGI,333
3331083,AGRIBISNIS,333
3331091,PENDIDIKAN DOKTER GIGI,333
3331102,ILMU PETERNAKAN,333
3331117,PERIKANAN,333
3331125,ILMU KEPERAWATAN,333
3331133,ILMU KELAUTAN,333
3331141,TEKNOLOGI  PANGAN,333
3331156,TEKNIK PERTANIAN,333
3331164,FARMASI,333
3331172,TEKNIK GEOLOGI,333
3331187,PSIKOLOGI,333
3331195,GEOFISIKA,333
3331206,TEKNIK INFORMATIKA,333
3331214,TEKNOLOGI INDUSTRI PERTANIAN,333
3331222,TEKNIK ELEKTRO,333
3331237,KEDOKTERAN HEWAN,333
3331284,ILMU AKTUARIA,333
3331303,PERIKANAN PSDKU PANGANDARAN,333
3331311,PETERNAKAN PSDKU PANGANDARAN,333
3331326,KEPERAWATAN PSDKU PANGANDARAN,333
3341015,PENDIDIKAN MATEMATIKA,334
3341023,PENDIDIKAN FISIKA,334
3341031,PENDIDIKAN BIOLOGI,334
3341046,PENDIDIKAN KIMIA,334
3341054,PENDIDIKAN ILMU KOMPUTER,334
3341062,MATEMATIKA,334
3341077,FISIKA,334
3341085,BIOLOGI,334
3341093,KIMIA,334
3341104,ILMU KOMPUTER,334
3341112,PENDIDIKAN TEKNIK ARSITEKTUR,334
3341127,PENDIDIKAN TEKNIK BANGUNAN,334
3341143,PENDIDIKAN TEKNIK ELEKTRO,334
3341151,PENDIDIKAN TEKNIK MESIN,334
3341166,ILMU KEOLAHRAGAAN,334
3341174,TEKNIK ELEKTRO,334
3341182,PENDIDIKAN TEKNOLOGI AGRO INDUSTRI ,334
3341197,TEKNIK SIPIL,334
3341201,PENDIDIKAN ILMU PENGETAHUAN ALAM,334
3341216,ARSITEKTUR,334
3341224,PENDIDIKAN KELAUTAN DAN PERIKANAN KAMPUS SERANG,334
3341232,PENDIDIKAN MULTIMEDIA KAMPUS CIBIRU,334
3341247,PENDIDIKAN SISTEM DAN TEKNOLOGI INFORMASI KAMPUS PURWAKARTA,334
3341255,PENDIDIKAN TEKNIK OTOMOTIF,334
3341263,SISTEM INFORMASI KELAUTAN KAMPUS SERANG,334
3341271,KEPELATIHAN FISIK OLAHRAGA,334
3341286,REKAYASA PERANGKAT LUNAK (KAMPUS UPI CIBIRU),334
3341294,SISTEM TELEKOMUNIKASI (KAMPUS UPI PURWAKARTA),334
3341305,KEPERAWATAN - KAMPUS SUMEDANG,334
3341313,TEKNIK LOGISTIK,334
3341321,PENDIDIKAN TEKNIK OTOMASI INDUSTRI DAN ROBOTIKA,334
3341336,TEKNIK KOMPUTER - KAMPUS CIBIRU,334
3341344,LOGISTIK KELAUTAN - KAMPUS SERANG,334
3361027,MATEMATIKA,336
3361035,BIOLOGI,336
3361043,FISIKA,336
